questionnaire_item_id,feature,question_text_primary,caregiver_question,psychologist_question,feature_label_human,feature_description,term_explanation,section_name,subsection_name,questionnaire_section_suggested,questionnaire_subsection_suggested,layer,domain,domains_final,module,criterion_ref,instrument_or_source,feature_type,feature_role,dataset_class,questionnaire_class,visible_question_yes_no,generated_input_yes_no,show_in_questionnaire_yes_no,is_direct_input,is_transparent_derived,derivable_if_not_shown_yes_no,requires_internal_scoring,requires_exact_item_wording,requires_clinician_administration,requires_child_self_report,who_answers,respondent_expected,administered_by,response_type,scale_id,scale_name,response_options_json,min_value,max_value,unit,scale_guidance,include_caregiver_1_3,include_caregiver_2_3,include_caregiver_full,include_psychologist_1_3,include_psychologist_2_3,include_psychologist_full,modes_applicable,caregiver_rank,psychologist_rank,caregiver_priority_bucket,psychologist_priority_bucket,derived_from_features,internal_scoring_formula_summary,selection_rationale,help_text,notes,canonical_question_id,reuse_answer_from_question_id,question_audit_status
Q011,adhd_hypimp_06_talks_excessively,¿Con qué frecuencia habla en exceso?,¿Con qué frecuencia habla en exceso?,¿Con qué frecuencia habla en exceso?,Adhd hypimp 06 talks excessively,Input for core_hyperimpulsive - Adhd hypimp 06 talks excessively,,"2. Atención, actividad e impulsividad",Movimiento e impulsividad,"2. Atención, actividad e impulsividad",Movimiento e impulsividad,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,core_hyperimpulsive,A2.f,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",6.0,6.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,Observe si le cuesta regular la cantidad de habla.,,,,audited_v16_4
Q012,adhd_hypimp_07_blurts_out,¿Con qué frecuencia responde antes de que terminen de hablarle o interrumpe la secuencia normal de la conversación?,¿Con qué frecuencia responde antes de que terminen de hablarle o interrumpe la secuencia normal de la conversación?,¿Con qué frecuencia responde antes de que terminen la pregunta o interrumpe la secuencia de respuesta?,Adhd hypimp 07 blurts out,Input for core_hyperimpulsive - Adhd hypimp 07 blurts out,,"2. Atención, actividad e impulsividad",Movimiento e impulsividad,"2. Atención, actividad e impulsividad",Movimiento e impulsividad,dsm5,adhd,adhd|conduct|anxiety|depression,core_hyperimpulsive,A2.g,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",7.0,7.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,Piense en respuestas impulsivas.,,,,audited_v16_4
Q013,adhd_hypimp_08_difficulty_waiting_turn,¿Con qué frecuencia le cuesta esperar su turno?,¿Con qué frecuencia le cuesta esperar su turno?,¿Con qué frecuencia le cuesta esperar su turno?,Adhd hypimp 08 difficulty waiting turn,Input for core_hyperimpulsive - Adhd hypimp 08 difficulty waiting turn,,"2. Atención, actividad e impulsividad",Movimiento e impulsividad,"2. Atención, actividad e impulsividad",Movimiento e impulsividad,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,core_hyperimpulsive,A2.h,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",8.0,8.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,"Por ejemplo en juegos, fila o conversaciones.",,,,audited_v16_4
Q014,adhd_hypimp_09_interrupts_intrudes,¿Con qué frecuencia interrumpe actividades o conversaciones de otras personas?,¿Con qué frecuencia interrumpe actividades o conversaciones de otras personas?,¿Con qué frecuencia interrumpe actividades o conversaciones de otras personas?,Adhd hypimp 09 interrupts intrudes,Input for core_hyperimpulsive - Adhd hypimp 09 interrupts intrudes,,"2. Atención, actividad e impulsividad",Movimiento e impulsividad,"2. Atención, actividad e impulsividad",Movimiento e impulsividad,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,core_hyperimpulsive,A2.i,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",9.0,9.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,"Incluya cuando interrumpe juegos, conversaciones o tareas ajenas sin esperar turno o sin permiso.",,,,audited_v16_4
Q015,adhd_inatt_01_attention_to_detail_errors,¿Con qué frecuencia comete errores por descuido o no presta suficiente atención a los detalles?,¿Con qué frecuencia comete errores por descuido o no presta suficiente atención a los detalles?,¿Con qué frecuencia comete errores por descuido o no presta suficiente atención a los detalles?,Adhd inatt 01 attention to detail errors,Input for core_inattention - Adhd inatt 01 attention to detail errors,,"2. Atención, actividad e impulsividad",Atención y organización,"2. Atención, actividad e impulsividad",Atención y organización,dsm5,adhd,adhd|conduct|anxiety|depression,core_inattention,A1.a,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",10.0,10.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,"Piense en tareas, juegos o actividades cotidianas.",,,,audited_v16_4
Q016,adhd_inatt_02_sustained_attention_difficulty,¿Con qué frecuencia le cuesta mantener la atención en tareas o actividades?,¿Con qué frecuencia le cuesta mantener la atención en tareas o actividades?,¿Con qué frecuencia le cuesta mantener la atención en tareas o actividades?,Adhd inatt 02 sustained attention difficulty,Input for core_inattention - Adhd inatt 02 sustained attention difficulty,,"2. Atención, actividad e impulsividad",Atención y organización,"2. Atención, actividad e impulsividad",Atención y organización,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,core_inattention,A1.b,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",11.0,11.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,"Incluya tareas escolares, instrucciones y juegos.",,,,audited_v16_4
Q017,adhd_inatt_03_seems_not_listening,¿Con qué frecuencia parece que no escucha cuando se le habla directamente?,¿Con qué frecuencia parece que no escucha cuando se le habla directamente?,¿Con qué frecuencia parece que no escucha cuando se le habla directamente?,Adhd inatt 03 seems not listening,Input for core_inattention - Adhd inatt 03 seems not listening,,"2. Atención, actividad e impulsividad",Atención y organización,"2. Atención, actividad e impulsividad",Atención y organización,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,core_inattention,A1.c,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",12.0,12.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,Considere si parece desconectado incluso sin distracción clara.,,,,audited_v16_4
Q018,adhd_inatt_04_fails_to_finish_tasks,"¿Con qué frecuencia empieza tareas, deberes o actividades, pero no las termina o no sigue las instrucciones hasta el final?","¿Con qué frecuencia empieza tareas, deberes o actividades, pero no las termina o no sigue las instrucciones hasta el final?",¿Con qué frecuencia empieza tareas pero no las termina o no sigue instrucciones hasta el final?,Adhd inatt 04 fails to finish tasks,Input for core_inattention - Adhd inatt 04 fails to finish tasks,,"2. Atención, actividad e impulsividad",Atención y organización,"2. Atención, actividad e impulsividad",Atención y organización,dsm5,adhd,adhd|conduct|anxiety|depression,core_inattention,A1.d,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",13.0,13.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,No cuente casos explicados solo por oposición o falta de comprensión.,,,,audited_v16_4
Q019,adhd_inatt_05_organization_difficulty,"¿Con qué frecuencia tiene dificultades para organizar tareas, materiales o actividades?","¿Con qué frecuencia tiene dificultades para organizar tareas, materiales o actividades?","¿Con qué frecuencia tiene dificultades para organizar tareas, materiales o actividades?",Adhd inatt 05 organization difficulty,Input for core_inattention - Adhd inatt 05 organization difficulty,,"2. Atención, actividad e impulsividad",Atención y organización,"2. Atención, actividad e impulsividad",Atención y organización,dsm5,adhd,adhd|conduct|anxiety|depression,core_inattention,A1.e,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",14.0,14.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,"Considere planificación, orden y secuencia.",,,,audited_v16_4
Q020,adhd_inatt_06_avoids_sustained_effort,¿Con qué frecuencia evita o rechaza tareas que exigen esfuerzo mental sostenido?,¿Con qué frecuencia evita o rechaza tareas que exigen esfuerzo mental sostenido?,¿Con qué frecuencia evita o rechaza tareas que exigen esfuerzo mental sostenido?,Adhd inatt 06 avoids sustained effort,Input for core_inattention - Adhd inatt 06 avoids sustained effort,,"2. Atención, actividad e impulsividad",Atención y organización,"2. Atención, actividad e impulsividad",Atención y organización,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,core_inattention,A1.f,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",15.0,15.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,"Por ejemplo tareas largas, lectura o deberes.",,,,audited_v16_4
Q021,adhd_inatt_07_loses_things,¿Con qué frecuencia pierde objetos necesarios para sus actividades?,¿Con qué frecuencia pierde objetos necesarios para sus actividades?,¿Con qué frecuencia pierde objetos necesarios para sus actividades?,Adhd inatt 07 loses things,Input for core_inattention - Adhd inatt 07 loses things,,"2. Atención, actividad e impulsividad",Atención y organización,"2. Atención, actividad e impulsividad",Atención y organización,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,core_inattention,A1.g,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",16.0,16.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,"Por ejemplo útiles, cuadernos, juguetes o ropa.",,,,audited_v16_4
Q022,adhd_inatt_08_easily_distracted,¿Con qué frecuencia se distrae fácilmente con estímulos externos o pensamientos irrelevantes?,¿Con qué frecuencia se distrae fácilmente con estímulos externos o pensamientos irrelevantes?,¿Con qué frecuencia se distrae fácilmente con estímulos externos o pensamientos irrelevantes?,Adhd inatt 08 easily distracted,Input for core_inattention - Adhd inatt 08 easily distracted,,"2. Atención, actividad e impulsividad",Atención y organización,"2. Atención, actividad e impulsividad",Atención y organización,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,core_inattention,A1.h,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",17.0,17.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,Considere si pierde el hilo con facilidad.,,,,audited_v16_4
Q023,adhd_inatt_09_forgetful_daily_activities,¿Con qué frecuencia es olvidadizo en actividades diarias?,¿Con qué frecuencia es olvidadizo en actividades diarias?,¿Con qué frecuencia es olvidadizo en actividades diarias?,Adhd inatt 09 forgetful daily activities,Input for core_inattention - Adhd inatt 09 forgetful daily activities,,"2. Atención, actividad e impulsividad",Atención y organización,"2. Atención, actividad e impulsividad",Atención y organización,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,core_inattention,A1.i,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",18.0,18.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,"Por ejemplo rutinas, encargos o materiales.",,,,audited_v16_4
Q024,adhd_impairment_home,"Pensando en estas dificultades de atención, inquietud o impulsividad, ¿cuánto afectan la convivencia o el funcionamiento en casa?","Pensando en estas dificultades de atención, inquietud o impulsividad, ¿cuánto afectan la convivencia o el funcionamiento en casa?","Pensando en estas dificultades de atención, inquietud o impulsividad, ¿cuánto afectan la convivencia o el funcionamiento en casa?",Adhd impairment home,Input for impairment - Adhd impairment home,,"2. Atención, actividad e impulsividad",Impacto en la vida diaria,"2. Atención, actividad e impulsividad",Impacto en la vida diaria,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,impairment,D,dsm5,impairment_item,impairment_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,IMPACT_0_3,Impacto 0-3,"[{""value"": 0, ""label"": ""0 = Sin impacto""}, {""value"": 1, ""label"": ""1 = Impacto leve""}, {""value"": 2, ""label"": ""2 = Impacto moderado""}, {""value"": 3, ""label"": ""3 = Impacto marcado""}]",0.0,3.0,,"0 sin impacto, 1 impacto leve, 2 impacto moderado, 3 impacto marcado.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",67.0,67.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,"Considere rutinas, instrucciones, tareas, comidas, convivencia familiar y manejo diario en casa.",,,,audited_v16_4
Q025,adhd_impairment_school,"Pensando en estas dificultades de atención, inquietud o impulsividad, ¿cuánto afectan el funcionamiento escolar o de aprendizaje?","Pensando en estas dificultades de atención, inquietud o impulsividad, ¿cuánto afectan el funcionamiento escolar o de aprendizaje?","Pensando en estas dificultades de atención, inquietud o impulsividad, ¿cuánto afectan el funcionamiento escolar o de aprendizaje?",Adhd impairment school,Input for impairment - Adhd impairment school,,"2. Atención, actividad e impulsividad",Impacto en la vida diaria,"2. Atención, actividad e impulsividad",Impacto en la vida diaria,dsm5,adhd,adhd|conduct|depression,impairment,D,dsm5,impairment_item,impairment_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,IMPACT_0_3,Impacto 0-3,"[{""value"": 0, ""label"": ""0 = Sin impacto""}, {""value"": 1, ""label"": ""1 = Impacto leve""}, {""value"": 2, ""label"": ""2 = Impacto moderado""}, {""value"": 3, ""label"": ""3 = Impacto marcado""}]",0.0,3.0,,"0 sin impacto, 1 impacto leve, 2 impacto moderado, 3 impacto marcado.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",68.0,68.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,"Considere clases, tareas, aprendizaje, organización, cumplimiento de instrucciones y permanencia en actividades.",,,,audited_v16_4
Q026,adhd_impairment_social,"Pensando en estas dificultades de atención, inquietud o impulsividad, ¿cuánto afectan las amistades, el juego o la relación con otras personas?","Pensando en estas dificultades de atención, inquietud o impulsividad, ¿cuánto afectan las amistades, el juego o la relación con otras personas?","Pensando en estas dificultades de atención, inquietud o impulsividad, ¿cuánto afectan las amistades, el juego o la relación con otras personas?",Adhd impairment social,Input for impairment - Adhd impairment social,,"2. Atención, actividad e impulsividad",Impacto en la vida diaria,"2. Atención, actividad e impulsividad",Impacto en la vida diaria,dsm5,adhd,adhd|conduct|depression,impairment,D,dsm5,impairment_item,impairment_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,IMPACT_0_3,Impacto 0-3,"[{""value"": 0, ""label"": ""0 = Sin impacto""}, {""value"": 1, ""label"": ""1 = Impacto leve""}, {""value"": 2, ""label"": ""2 = Impacto moderado""}, {""value"": 3, ""label"": ""3 = Impacto marcado""}]",0.0,3.0,,"0 sin impacto, 1 impacto leve, 2 impacto moderado, 3 impacto marcado.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",69.0,69.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,"Considere si estas dificultades generan problemas para jugar, esperar turnos, mantener amistades o convivir con otras personas.",,,,audited_v16_4
Q027,conduct_impairment_global,"En conjunto, ¿cuánto afectan estas conductas la vida diaria?","En conjunto, ¿cuánto afectan estas conductas la vida diaria?","En conjunto, ¿cuánto afectan estas conductas la vida diaria?",Conduct impairment global,Input for impairment - Conduct impairment global,,"2. Atención, actividad e impulsividad",Impacto en la vida diaria,"2. Atención, actividad e impulsividad",Impacto en la vida diaria,dsm5,adhd,adhd|conduct|elimination|depression,impairment,B,dsm5,impairment_item,impairment_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,IMPACT_0_3,Impacto 0-3,"[{""value"": 0, ""label"": ""0 = Sin impacto""}, {""value"": 1, ""label"": ""1 = Impacto leve""}, {""value"": 2, ""label"": ""2 = Impacto moderado""}, {""value"": 3, ""label"": ""3 = Impacto marcado""}]",0.0,3.0,,"0 sin impacto, 1 impacto leve, 2 impacto moderado, 3 impacto marcado.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",71.0,71.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,"Responda de forma global, pensando en casa, colegio, convivencia, juego y actividades cotidianas.",,,,audited_v16_4
Q028,adhd_onset_before_12,"Pensando en la historia del niño o la niña hasta hoy, ¿estas dificultades ya se observaban claramente desde años anteriores y no comenzaron solo recientemente?","Pensando en la historia del niño o la niña hasta hoy, ¿estas dificultades ya se observaban claramente desde años anteriores y no comenzaron solo recientemente?","Pensando en la historia del niño o la niña hasta hoy, ¿estas dificultades ya se observaban claramente desde años anteriores y no comenzaron solo recientemente?",Adhd onset before 12,Input for history - Adhd onset before 12,,"2. Atención, actividad e impulsividad",Inicio e historia,"2. Atención, actividad e impulsividad",Inicio e historia,dsm5,adhd,adhd|depression,history,B,dsm5,history_flag,history_flag,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",85.0,85.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,Esta pregunta busca saber si el problema viene de tiempo atrás y no apareció solo hace poco.,,,,audited_v16_4
Q029,conduct_onset_before_10,¿Las primeras conductas problemáticas relevantes empezaron antes de los 10 años?,¿Las primeras conductas problemáticas relevantes empezaron antes de los 10 años?,¿Las primeras conductas problemáticas relevantes empezaron antes de los 10 años?,Conduct onset before 10,Input for history - Conduct onset before 10,,"2. Atención, actividad e impulsividad",Inicio e historia,"2. Atención, actividad e impulsividad",Inicio e historia,dsm5,adhd,adhd|depression,history,specifier,dsm5,history_flag,history_flag,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,yes,no,no,yes,"caregiver_full, psychologist_full",133.0,152.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa criteria_support; respondible por ambos roles,Inicio temprano de conductas disociales.,,,,audited_v16_4
